E_lab	E*/MeV	192At	193At	194At	195At	196At	197At	198At
256.714	66.0	0.112E-07	0.238E-04	0.199E-04	0.431E-07	0.000E+00	0.000E+00	0.000E+00
258.061	67.0	0.320E-07	0.210E-04	0.138E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
259.408	68.0	0.781E-07	0.180E-04	0.952E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
260.754	69.0	0.166E-06	0.150E-04	0.652E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
262.101	70.0	0.314E-06	0.122E-04	0.444E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
263.448	71.0	0.533E-06	0.980E-05	0.301E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
264.795	72.0	0.821E-06	0.772E-05	0.203E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
266.142	73.0	0.116E-05	0.599E-05	0.136E-05	0.000E+00	0.000E+00	0.000E+00	0.000E+00
267.489	74.0	0.152E-05	0.458E-05	0.912E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
268.836	75.0	0.187E-05	0.347E-05	0.608E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
270.183	76.0	0.217E-05	0.260E-05	0.403E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
271.530	77.0	0.239E-05	0.192E-05	0.265E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
272.877	78.0	0.252E-05	0.142E-05	0.173E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
274.224	79.0	0.256E-05	0.103E-05	0.113E-06	0.000E+00	0.000E+00	0.000E+00	0.000E+00
275.571	80.0	0.251E-05	0.750E-06	0.707E-07	0.000E+00	0.000E+00	0.000E+00	0.000E+00


E_lab	E*/MeV	191Po	192Po	193Po	194Po	195Po	196Po	197Po
196.101	21.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.501E-08	0.159E-07
197.448	22.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.380E-07	0.634E-07
198.795	23.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.259E-06	0.233E-06
200.142	24.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.161E-05	0.792E-06
201.489	25.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.210E-09	0.912E-05	0.250E-05
202.836	26.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.895E-08	0.456E-04	0.722E-05
204.183	27.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.141E-06	0.183E-03	0.178E-04
205.530	28.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.110E-05	0.542E-03	0.345E-04
206.877	29.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.565E-05	0.122E-02	0.529E-04
208.224	30.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.232E-04	0.224E-02	0.681E-04
209.571	31.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.798E-04	0.352E-02	0.769E-04
210.918	32.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.235E-03	0.486E-02	0.784E-04
212.265	33.0	0.000E+00	0.000E+00	0.000E+00	0.000E+00	0.605E-03	0.605E-02	0.737E-04
213.612	34.0	0.000E+00	0.000E+00	0.000E+00	0.428E-08	0.139E-02	0.689E-02	0.648E-04
214.959	35.0	0.000E+00	0.000E+00	0.000E+00	0.422E-07	0.286E-02	0.726E-02	0.539E-04
216.305	36.0	0.000E+00	0.000E+00	0.000E+00	0.285E-06	0.536E-02	0.714E-02	0.427E-04
217.652	37.0	0.000E+00	0.000E+00	0.000E+00	0.162E-05	0.916E-02	0.659E-02	0.322E-04
218.999	38.0	0.000E+00	0.000E+00	0.000E+00	0.791E-05	0.143E-01	0.576E-02	0.233E-04
220.346	39.0	0.000E+00	0.000E+00	0.000E+00	0.322E-04	0.205E-01	0.478E-02	0.162E-04
221.693	40.0	0.000E+00	0.000E+00	0.000E+00	0.108E-03	0.270E-01	0.380E-02	0.109E-04
223.040	41.0	0.000E+00	0.000E+00	0.000E+00	0.306E-03	0.328E-01	0.290E-02	0.707E-05
224.387	42.0	0.000E+00	0.000E+00	0.000E+00	0.745E-03	0.368E-01	0.213E-02	0.443E-05
225.734	43.0	0.000E+00	0.000E+00	0.000E+00	0.158E-02	0.385E-01	0.151E-02	0.266E-05
227.081	44.0	0.000E+00	0.000E+00	0.000E+00	0.299E-02	0.378E-01	0.104E-02	0.151E-05
228.428	45.0	0.000E+00	0.000E+00	0.000E+00	0.508E-02	0.350E-01	0.697E-03	0.794E-06
229.775	46.0	0.000E+00	0.000E+00	0.263E-07	0.781E-02	0.308E-01	0.455E-03	0.277E-06
231.122	47.0	0.000E+00	0.000E+00	0.133E-06	0.110E-01	0.259E-01	0.291E-03	0.000E+00
232.469	48.0	0.000E+00	0.000E+00	0.472E-06	0.141E-01	0.208E-01	0.182E-03	0.000E+00
233.816	49.0	0.000E+00	0.000E+00	0.138E-05	0.168E-01	0.162E-01	0.112E-03	0.000E+00
235.163	50.0	0.000E+00	0.000E+00	0.369E-05	0.186E-01	0.122E-01	0.674E-04	0.000E+00
236.510	51.0	0.000E+00	0.000E+00	0.926E-05	0.193E-01	0.895E-02	0.400E-04	0.000E+00
237.857	52.0	0.000E+00	0.000E+00	0.216E-04	0.189E-01	0.641E-02	0.235E-04	0.000E+00
239.203	53.0	0.000E+00	0.000E+00	0.465E-04	0.176E-01	0.450E-02	0.135E-04	0.000E+00
240.550	54.0	0.000E+00	0.000E+00	0.921E-04	0.157E-01	0.311E-02	0.770E-05	0.000E+00
241.897	55.0	0.000E+00	0.000E+00	0.168E-03	0.135E-01	0.211E-02	0.429E-05	0.000E+00
243.244	56.0	0.000E+00	0.000E+00	0.284E-03	0.113E-01	0.142E-02	0.232E-05	0.000E+00
244.591	57.0	0.000E+00	0.115E-08	0.447E-03	0.910E-02	0.944E-03	0.117E-05	0.000E+00
245.938	58.0	0.000E+00	0.616E-08	0.657E-03	0.718E-02	0.622E-03	0.548E-06	0.000E+00
247.285	59.0	0.000E+00	0.272E-07	0.906E-03	0.555E-02	0.406E-03	0.000E+00	0.000E+00
248.632	60.0	0.000E+00	0.102E-06	0.118E-02	0.420E-02	0.264E-03	0.000E+00	0.000E+00
249.979	61.0	0.000E+00	0.328E-06	0.144E-02	0.314E-02	0.170E-03	0.000E+00	0.000E+00
251.326	62.0	0.000E+00	0.926E-06	0.167E-02	0.231E-02	0.109E-03	0.000E+00	0.000E+00
252.673	63.0	0.000E+00	0.231E-05	0.185E-02	0.167E-02	0.697E-04	0.000E+00	0.000E+00
254.020	64.0	0.000E+00	0.517E-05	0.196E-02	0.120E-02	0.443E-04	0.000E+00	0.000E+00
255.367	65.0	0.000E+00	0.104E-04	0.198E-02	0.854E-03	0.280E-04	0.000E+00	0.000E+00
256.714	66.0	0.000E+00	0.192E-04	0.194E-02	0.601E-03	0.176E-04	0.000E+00	0.000E+00
258.061	67.0	0.000E+00	0.324E-04	0.184E-02	0.420E-03	0.110E-04	0.000E+00	0.000E+00
259.408	68.0	0.000E+00	0.505E-04	0.169E-02	0.291E-03	0.684E-05	0.000E+00	0.000E+00
260.754	69.0	0.234E-09	0.731E-04	0.151E-02	0.201E-03	0.423E-05	0.000E+00	0.000E+00
262.101	70.0	0.765E-09	0.989E-04	0.132E-02	0.137E-03	0.259E-05	0.000E+00	0.000E+00
263.448	71.0	0.223E-08	0.126E-03	0.112E-02	0.936E-04	0.156E-05	0.000E+00	0.000E+00
264.795	72.0	0.607E-08	0.152E-03	0.942E-03	0.633E-04	0.924E-06	0.000E+00	0.000E+00
266.142	73.0	0.158E-07	0.175E-03	0.775E-03	0.427E-04	0.517E-06	0.000E+00	0.000E+00
267.489	74.0	0.391E-07	0.192E-03	0.628E-03	0.286E-04	0.268E-06	0.000E+00	0.000E+00
268.836	75.0	0.914E-07	0.203E-03	0.502E-03	0.191E-04	0.919E-07	0.000E+00	0.000E+00
270.183	76.0	0.199E-06	0.207E-03	0.396E-03	0.127E-04	0.000E+00	0.000E+00	0.000E+00
271.530	77.0	0.405E-06	0.205E-03	0.308E-03	0.837E-05	0.000E+00	0.000E+00	0.000E+00
272.877	78.0	0.763E-06	0.196E-03	0.238E-03	0.549E-05	0.000E+00	0.000E+00	0.000E+00
274.224	79.0	0.134E-05	0.184E-03	0.181E-03	0.360E-05	0.000E+00	0.000E+00	0.000E+00
275.571	80.0	0.221E-05	0.168E-03	0.137E-03	0.234E-05	0.000E+00	0.000E+00	0.000E+00


E_lab	E*/MeV	190Bi	191Bi	192Bi	193Bi	194Bi	195Bi	196Bi
196.101	21.0	0.000E+00	0.000E+00	0.000E+00	0.180E-09	0.181E-08	0.000E+00	0.243E-09
197.448	22.0	0.000E+00	0.000E+00	0.000E+00	0.180E-08	0.957E-08	0.297E-13	0.164E-08
198.795	23.0	0.000E+00	0.000E+00	0.000E+00	0.158E-07	0.468E-07	0.180E-11	0.100E-07
200.142	24.0	0.000E+00	0.000E+00	0.000E+00	0.123E-06	0.210E-06	0.545E-10	0.561E-07
201.489	25.0	0.000E+00	0.000E+00	0.000E+00	0.842E-06	0.857E-06	0.110E-08	0.293E-06
202.836	26.0	0.000E+00	0.000E+00	0.000E+00	0.502E-05	0.312E-05	0.157E-07	0.139E-05
204.183	27.0	0.000E+00	0.000E+00	0.206E-09	0.241E-04	0.955E-05	0.155E-06	0.554E-05
205.530	28.0	0.000E+00	0.000E+00	0.702E-08	0.873E-04	0.230E-04	0.100E-05	0.170E-04
206.877	29.0	0.000E+00	0.000E+00	0.869E-07	0.246E-03	0.435E-04	0.465E-05	0.414E-04
208.224	30.0	0.000E+00	0.000E+00	0.637E-06	0.584E-03	0.689E-04	0.171E-04	0.867E-04
209.571	31.0	0.000E+00	0.000E+00	0.344E-05	0.121E-02	0.945E-04	0.522E-04	0.160E-03
210.918	32.0	0.000E+00	0.000E+00	0.149E-04	0.222E-02	0.116E-03	0.136E-03	0.265E-03
212.265	33.0	0.000E+00	0.000E+00	0.537E-04	0.368E-02	0.129E-03	0.313E-03	0.402E-03
213.612	34.0	0.000E+00	0.000E+00	0.165E-03	0.557E-02	0.133E-03	0.650E-03	0.563E-03
214.959	35.0	0.000E+00	0.000E+00	0.436E-03	0.769E-02	0.127E-03	0.123E-02	0.733E-03
216.305	36.0	0.000E+00	0.000E+00	0.100E-02	0.974E-02	0.116E-03	0.214E-02	0.891E-03
217.652	37.0	0.000E+00	0.215E-07	0.202E-02	0.114E-01	0.103E-03	0.348E-02	0.101E-02
218.999	38.0	0.000E+00	0.226E-06	0.366E-02	0.123E-01	0.985E-04	0.532E-02	0.109E-02
220.346	39.0	0.000E+00	0.148E-05	0.605E-02	0.124E-01	0.123E-03	0.768E-02	0.111E-02
221.693	40.0	0.000E+00	0.706E-05	0.924E-02	0.118E-01	0.218E-03	0.105E-01	0.108E-02
223.040	41.0	0.000E+00	0.270E-04	0.132E-01	0.106E-01	0.457E-03	0.138E-01	0.998E-03
224.387	42.0	0.000E+00	0.869E-04	0.177E-01	0.904E-02	0.945E-03	0.171E-01	0.886E-03
225.734	43.0	0.000E+00	0.240E-03	0.225E-01	0.738E-02	0.181E-02	0.203E-01	0.756E-03
227.081	44.0	0.000E+00	0.577E-03	0.270E-01	0.577E-02	0.317E-02	0.229E-01	0.622E-03
228.428	45.0	0.000E+00	0.122E-02	0.306E-01	0.435E-02	0.509E-02	0.246E-01	0.494E-03
229.775	46.0	0.000E+00	0.231E-02	0.328E-01	0.317E-02	0.758E-02	0.252E-01	0.380E-03
231.122	47.0	0.000E+00	0.392E-02	0.332E-01	0.225E-02	0.105E-01	0.248E-01	0.283E-03
232.469	48.0	0.000E+00	0.609E-02	0.320E-01	0.158E-02	0.138E-01	0.233E-01	0.206E-03
233.816	49.0	0.194E-07	0.874E-02	0.294E-01	0.116E-02	0.172E-01	0.211E-01	0.146E-03
235.163	50.0	0.104E-06	0.117E-01	0.258E-01	0.978E-03	0.205E-01	0.184E-01	0.101E-03
236.510	51.0	0.441E-06	0.148E-01	0.218E-01	0.107E-02	0.234E-01	0.156E-01	0.684E-04
237.857	52.0	0.155E-05	0.177E-01	0.178E-01	0.147E-02	0.257E-01	0.128E-01	0.455E-04
239.203	53.0	0.470E-05	0.202E-01	0.141E-01	0.224E-02	0.273E-01	0.102E-01	0.298E-04
240.550	54.0	0.125E-04	0.220E-01	0.108E-01	0.341E-02	0.281E-01	0.795E-02	0.192E-04
241.897	55.0	0.298E-04	0.230E-01	0.813E-02	0.500E-02	0.280E-01	0.607E-02	0.122E-04
243.244	56.0	0.638E-04	0.230E-01	0.598E-02	0.698E-02	0.272E-01	0.455E-02	0.769E-05
244.591	57.0	0.124E-03	0.221E-01	0.432E-02	0.929E-02	0.256E-01	0.335E-02	0.479E-05
245.938	58.0	0.219E-03	0.206E-01	0.308E-02	0.118E-01	0.235E-01	0.243E-02	0.296E-05
247.285	59.0	0.359E-03	0.185E-01	0.216E-02	0.145E-01	0.211E-01	0.174E-02	0.181E-05
248.632	60.0	0.548E-03	0.162E-01	0.150E-02	0.171E-01	0.185E-01	0.124E-02	0.110E-05
249.979	61.0	0.786E-03	0.137E-01	0.105E-02	0.196E-01	0.158E-01	0.867E-03	0.659E-06
251.326	62.0	0.107E-02	0.114E-01	0.750E-03	0.218E-01	0.133E-01	0.602E-03	0.393E-06
252.673	63.0	0.138E-02	0.927E-02	0.576E-03	0.236E-01	0.110E-01	0.415E-03	0.232E-06
254.020	64.0	0.171E-02	0.738E-02	0.512E-03	0.248E-01	0.891E-02	0.284E-03	0.135E-06
255.367	65.0	0.203E-02	0.578E-02	0.550E-03	0.255E-01	0.711E-02	0.193E-03	0.766E-07
256.714	66.0	0.233E-02	0.445E-02	0.687E-03	0.255E-01	0.559E-02	0.130E-03	0.408E-07
258.061	67.0	0.257E-02	0.338E-02	0.926E-03	0.250E-01	0.434E-02	0.872E-04	0.202E-07
259.408	68.0	0.273E-02	0.253E-02	0.126E-02	0.239E-01	0.332E-02	0.581E-04	0.593E-08
260.754	69.0	0.281E-02	0.188E-02	0.169E-02	0.224E-01	0.248E-02	0.385E-04	0.000E+00
262.101	70.0	0.281E-02	0.138E-02	0.220E-02	0.206E-01	0.145E-02	0.253E-04	0.000E+00
263.448	71.0	0.272E-02	0.100E-02	0.277E-02	0.185E-01	0.872E-03	0.166E-04	0.000E+00
264.795	72.0	0.257E-02	0.730E-03	0.339E-02	0.164E-01	0.537E-03	0.108E-04	0.000E+00
266.142	73.0	0.237E-02	0.536E-03	0.402E-02	0.142E-01	0.344E-03	0.702E-05	0.000E+00
267.489	74.0	0.213E-02	0.407E-03	0.463E-02	0.121E-01	0.225E-03	0.452E-05	0.000E+00
268.836	75.0	0.188E-02	0.333E-03	0.519E-02	0.101E-01	0.149E-03	0.290E-05	0.000E+00
270.183	76.0	0.162E-02	0.310E-03	0.568E-02	0.830E-02	0.101E-03	0.185E-05	0.000E+00
271.530	77.0	0.138E-02	0.333E-03	0.606E-02	0.668E-02	0.701E-04	0.117E-05	0.000E+00
272.877	78.0	0.115E-02	0.403E-03	0.632E-02	0.525E-02	0.515E-04	0.736E-06	0.000E+00
274.224	79.0	0.947E-03	0.519E-03	0.645E-02	0.332E-02	0.386E-04	0.457E-06	0.000E+00
275.571	80.0	0.769E-03	0.679E-03	0.644E-02	0.194E-02	0.215E-04	0.278E-06	0.000E+00


